lang	prod	text	ADJ==NOUN==PUNCT	NOUN==ADP==NOUN	VERB==NOUN==PUNCT	ADP==ADJ==NOUN	NOUN==NOUN==PUNCT	ADP==NOUN==PUNCT	VERB==ADJ==NOUN	DET==NOUN==PUNCT	NOUN==PUNCT==CCONJ	ADJ==NOUN==ADP	NOUN==PUNCT==PRON	ADP==DET==NOUN	ADV==ADJ==PUNCT	PRON==VERB==PUNCT	ADJ==ADJ==NOUN	VERB==DET==NOUN	NOUN==CCONJ==NOUN	NUM==NOUN==PUNCT	VERB==ADP==NOUN	AUX==ADJ==PUNCT	NOUN==ADJ==NOUN	AUX==ADV==ADJ	PUNCT==SCONJ==PRON	ADV==VERB==PUNCT	ADJ==NOUN==NOUN	lexvar	lemvar	posvar	richposvar	sentlgth	ADJ	ADP	ADV	AUX	CCONJ	DET	INTJ	NOUN	NUM	PART	PRON	PROPN	PUNCT	SCONJ	SYM	VERB	X	_
hr	mt	OnlineB_review_movies+TV_22_5.conllu	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.784	0.686	0.235	0.462	51	12	2	4	4	1	3	0	6	0	0	2	0	9	2	0	4	2	0
hr	mt	OnlineB_review_movies+TV_249_1.conllu	2	1	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	1	0	0	0	0.825	0.789	0.214	0.507	57	9	5	3	5	1	2	0	14	0	0	1	4	7	3	0	2	0	0
hr	mt	OnlineB_review_movies+TV_24_5.conllu	4	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0.833	0.731	0.192	0.459	78	10	5	3	2	3	8	0	18	1	1	2	2	11	3	0	7	2	0
hr	mt	OnlineB_review_movies+TV_252_1.conllu	2	1	0	2	0	2	0	0	2	1	0	1	1	0	0	0	1	0	1	1	0	3	0	0	1	0.75	0.654	0.135	0.419	104	12	11	6	12	5	6	1	19	0	3	2	4	12	2	0	9	0	0
hr	mt	OnlineB_review_movies+TV_25_5.conllu	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0.841	0.828	0.23	0.556	61	8	5	3	3	1	5	0	8	1	1	2	8	8	2	0	6	0	0
hr	mt	OnlineB_review_movies+TV_26_5.conllu	3	1	0	1	0	1	2	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0.746	0.661	0.203	0.387	59	10	2	1	4	5	3	0	14	0	0	1	6	8	3	0	2	0	0
hr	mt	OnlineB_review_movies+TV_274_2.conllu	3	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0.739	0.658	0.13	0.324	108	21	4	2	11	6	6	0	16	1	1	3	3	22	6	0	6	0	0
hr	mt	OnlineB_review_movies+TV_304_1.conllu	1	1	0	0	0	1	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0.819	0.722	0.167	0.523	72	6	2	6	5	2	7	0	12	0	0	4	4	6	6	0	12	0	0
hr	mt	OnlineB_review_movies+TV_439_1.conllu	1	2	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	0.859	0.761	0.2	0.471	70	8	6	8	5	2	2	0	13	2	2	1	1	9	3	0	8	0	0
hr	mt	OnlineB_review_movies+TV_500_1.conllu	0	1	0	2	0	2	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0.812	0.718	0.176	0.51	85	9	9	3	7	3	5	1	15	0	2	5	3	5	5	0	10	3	0
hr	mt	OnlineB_review_musical-instruments_12_4.conllu	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	2	0	0.66	0.58	0.22	0.29	50	1	0	6	3	5	1	0	3	0	3	6	0	8	5	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_17_4.conllu	0	1	0	0	1	0	0	1	1	2	0	1	0	0	0	1	0	0	1	2	0	0	0	2	0	0.763	0.684	0.171	0.444	76	7	5	4	7	3	6	0	13	0	2	7	1	9	2	0	10	0	0
hr	mt	OnlineB_review_musical-instruments_18_5.conllu	0	1	1	2	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0.757	0.703	0.2	0.5	65	6	5	3	5	0	4	1	10	1	0	3	9	9	1	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_1_5.conllu	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.78	0.24	0.576	50	3	5	8	3	2	3	0	6	1	0	3	1	7	0	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_24_5.conllu	6	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.817	0.761	0.2	0.483	70	6	8	3	3	3	5	0	17	2	2	1	3	10	1	0	6	0	0
hr	mt	OnlineB_review_musical-instruments_25_5.conllu	2	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	3	0	2	2	0	0	0	0	0.782	0.683	0.149	0.417	101	10	5	9	13	5	7	0	14	4	2	1	1	11	7	0	11	1	0
hr	mt	OnlineB_review_musical-instruments_287_2.conllu	0	1	1	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.759	0.707	0.19	0.432	58	5	5	0	6	5	1	0	11	0	1	5	0	8	3	0	8	0	0
hr	mt	OnlineB_review_musical-instruments_3_5.conllu	1	2	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0.9	0.857	0.157	0.469	70	8	4	8	3	2	3	0	19	0	0	2	0	5	4	0	12	0	0
hr	mt	OnlineB_review_musical-instruments_409_1.conllu	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0.756	0.616	0.151	0.4	86	4	2	4	10	1	9	0	15	0	0	6	2	13	4	0	15	1	0
hr	mt	OnlineB_review_musical-instruments_414_1.conllu	2	0	0	1	0	0	1	2	1	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0.771	0.729	0.203	0.464	69	5	5	10	3	4	5	0	14	2	2	2	2	7	2	0	6	0	0
hr	mt	OnlineB_review_musical-instruments_483_2.conllu	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.865	0.808	0.192	0.343	52	3	2	0	0	2	1	0	9	0	0	0	17	6	2	0	5	5	0
hr	mt	OnlineB_review_musical-instruments_51_2.conllu	3	2	0	3	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0.79	0.679	0.173	0.459	82	8	5	6	12	3	4	1	16	2	1	0	1	11	2	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_53_1.conllu	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0.74	0.26	0.581	50	4	2	2	1	3	6	0	11	0	2	1	1	6	2	0	9	0	0
hr	mt	OnlineB_review_musical-instruments_547_2.conllu	1	4	0	0	0	3	0	0	0	1	0	0	2	1	1	0	0	0	0	0	0	2	0	0	0	0.713	0.632	0.138	0.366	87	11	5	7	8	6	2	0	14	0	2	4	0	15	3	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_10_4.conllu	2	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0.778	0.685	0.226	0.476	53	5	3	1	7	0	2	0	9	0	2	5	1	6	3	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_11_4.conllu	2	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0.803	0.742	0.227	0.488	66	4	4	5	3	4	6	1	12	2	1	3	1	10	2	0	8	0	0
hr	mt	OnlineB_review_patio+lawn+garden_147_2.conllu	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0.784	0.689	0.178	0.402	73	9	2	5	10	4	2	0	7	3	4	3	0	10	3	0	11	0	0
hr	mt	OnlineB_review_patio+lawn+garden_14_5.conllu	0	1	1	0	0	2	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0.775	0.704	0.169	0.411	71	8	6	6	6	3	2	0	7	0	2	7	0	9	5	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_15_5.conllu	3	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	0	0	0.8	0.714	0.186	0.537	70	8	6	3	3	5	4	0	16	0	1	4	4	6	1	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_161_2.conllu	2	2	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.785	0.722	0.177	0.423	79	5	8	6	8	5	4	0	12	2	1	3	2	8	5	0	10	0	0
hr	mt	OnlineB_review_patio+lawn+garden_181_2.conllu	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0.854	0.792	0.271	0.579	48	3	3	2	5	1	3	0	8	2	1	3	0	5	3	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_19_5.conllu	1	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.86	0.78	0.26	0.607	50	11	4	3	3	3	3	0	13	2	0	1	2	2	1	0	2	0	0
hr	mt	OnlineB_review_patio+lawn+garden_1_4.conllu	1	2	1	0	1	1	1	2	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0.793	0.717	0.13	0.398	92	8	8	3	9	4	3	0	20	2	0	4	0	9	8	0	14	0	0
hr	mt	OnlineB_review_patio+lawn+garden_247_1.conllu	1	1	0	1	0	2	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0.807	0.627	0.133	0.49	83	11	4	3	13	1	7	0	17	0	0	2	0	10	6	0	9	0	0
hr	mt	OnlineB_review_patio+lawn+garden_334_1.conllu	1	2	2	0	1	1	0	2	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0.815	0.741	0.173	0.439	81	4	8	4	4	4	4	0	18	2	2	6	1	9	3	0	12	0	0
hr	mt	OnlineB_review_patio+lawn+garden_387_1.conllu	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0.835	0.703	0.165	0.455	91	10	6	5	12	3	7	0	12	5	1	4	1	9	2	0	10	4	0
hr	mt	OnlineB_review_patio+lawn+garden_392_1.conllu	3	4	0	1	0	0	1	1	0	1	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0.792	0.719	0.146	0.385	96	10	8	4	7	4	6	4	23	0	1	3	1	11	2	0	12	0	0
hr	mt	OnlineB_review_patio+lawn+garden_6_5.conllu	1	1	1	1	0	0	0	1	1	1	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0.836	0.746	0.209	0.525	67	8	5	2	9	4	5	0	13	2	1	2	1	5	2	0	8	0	0
hr	mt	OnlineB_review_pet_supplies_131_2.conllu	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0.774	0.69	0.169	0.5	83	10	5	8	5	1	7	1	13	1	2	5	0	7	5	0	13	0	0
hr	mt	OnlineB_review_pet_supplies_132_2.conllu	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0.736	0.667	0.171	0.47	70	9	3	3	5	4	5	0	10	3	1	8	0	9	0	0	10	0	0
hr	mt	OnlineB_review_pet_supplies_143_1.conllu	3	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0.688	0.541	0.128	0.333	109	8	1	10	11	6	11	0	15	1	2	5	4	24	2	0	9	0	0
hr	mt	OnlineB_review_pet_supplies_15_1.conllu	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0.775	0.674	0.172	0.391	87	4	5	2	2	4	5	1	17	3	2	1	1	14	7	0	19	0	0
hr	mt	OnlineB_review_pet_supplies_23_4.conllu	1	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938	0.896	0.292	0.643	48	4	4	2	3	3	2	0	9	2	1	3	2	4	1	0	8	0	0
hr	mt	OnlineB_review_pet_supplies_27_1.conllu	2	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	1	0.745	0.608	0.129	0.395	101	8	8	8	7	3	11	0	19	5	2	1	0	12	2	0	15	0	0
hr	mt	OnlineB_review_pet_supplies_36_5.conllu	2	3	0	1	3	0	1	4	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0.721	0.64	0.151	0.405	86	10	6	4	3	3	6	0	25	1	2	0	1	18	2	0	5	0	0
hr	mt	OnlineB_review_pet_supplies_38_5.conllu	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0.817	0.733	0.2	0.5	60	8	2	6	7	3	4	0	8	0	1	4	0	4	5	0	8	0	0
hr	mt	OnlineB_review_pet_supplies_46_4.conllu	2	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0.81	0.741	0.193	0.435	57	9	2	6	4	2	5	0	11	0	0	3	0	7	3	0	5	0	0
hr	mt	OnlineB_review_pet_supplies_48_5.conllu	3	3	0	2	0	0	0	0	0	1	0	2	0	1	0	0	1	0	1	1	2	0	0	0	0	0.772	0.674	0.144	0.394	90	11	9	3	4	4	8	0	22	0	3	4	1	9	2	0	10	0	0
hr	mt	OnlineB_review_pet_supplies_64_5.conllu	2	2	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0.894	0.83	0.234	0.636	47	5	4	1	4	2	5	0	11	0	0	3	0	4	2	0	6	0	0
hr	mt	OnlineB_review_pet_supplies_91_1.conllu	4	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0.902	0.824	0.255	0.574	51	9	3	3	2	3	2	0	11	1	2	2	0	6	1	0	6	0	0
hr	mt	OnlineB_review_pet_supplies_98_2.conllu	1	3	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0.774	0.661	0.21	0.473	62	4	7	3	4	2	1	0	22	1	2	2	0	5	3	0	6	0	0
hr	mt	OnlineB_review_pet_supplies_9_5.conllu	1	2	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0.815	0.685	0.204	0.456	54	4	2	2	3	4	5	0	16	0	0	1	0	8	2	0	7	0	0
hr	mt	OnlineB_review_sports+outdoors_133_1.conllu	1	2	0	2	0	2	2	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0.836	0.77	0.197	0.592	61	9	9	1	4	2	2	0	11	0	0	3	4	6	2	0	8	0	0
hr	mt	OnlineB_review_sports+outdoors_137_1.conllu	2	0	2	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.733	0.6	0.176	0.424	74	4	4	4	9	3	6	1	12	0	2	4	0	9	3	0	13	0	0
hr	mt	OnlineB_review_sports+outdoors_146_2.conllu	3	2	1	2	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0.732	0.662	0.139	0.398	79	9	7	7	9	2	2	0	17	0	0	3	0	8	3	0	12	0	0
hr	mt	OnlineB_review_sports+outdoors_181_1.conllu	1	1	0	0	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0.764	0.655	0.218	0.544	55	7	1	3	5	2	6	0	14	0	4	2	0	7	1	0	3	0	0
hr	mt	OnlineB_review_sports+outdoors_209_1.conllu	2	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0.865	0.788	0.25	0.593	52	5	5	4	3	1	1	0	13	2	2	1	1	6	0	0	8	0	0
hr	mt	OnlineB_review_sports+outdoors_22_5.conllu	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	0.8	0.75	0.188	0.394	80	5	4	10	8	3	3	0	14	4	1	4	1	10	3	0	9	1	0
hr	mt	OnlineB_review_sports+outdoors_29_4.conllu	1	2	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0.79	0.704	0.148	0.431	81	3	6	4	7	5	2	0	15	1	0	6	0	10	6	0	16	0	0
hr	mt	OnlineB_review_sports+outdoors_2_5.conllu	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0.645	0.597	0.21	0.392	62	6	2	4	8	5	4	0	4	3	0	2	3	7	5	0	9	0	0
hr	mt	OnlineB_review_sports+outdoors_36_5.conllu	1	4	0	2	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0	1	1	0	0	2	0	0.814	0.733	0.163	0.423	86	9	8	11	6	5	3	0	16	1	2	1	1	10	2	0	11	0	0
hr	mt	OnlineB_review_sports+outdoors_3_4.conllu	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.755	0.679	0.226	0.484	53	4	5	1	6	2	6	0	9	3	1	0	0	7	2	0	7	0	0
hr	mt	OnlineB_review_sports+outdoors_40_1.conllu	3	0	0	2	1	1	1	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	0.807	0.716	0.136	0.425	88	16	5	6	8	6	1	0	17	2	0	3	0	10	2	0	12	0	0
hr	mt	OnlineB_review_sports+outdoors_43_2.conllu	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0.712	0.19	0.465	58	6	3	4	4	4	1	0	14	0	0	5	0	5	4	0	8	0	0
hr	mt	OnlineB_review_sports+outdoors_5_4.conllu	2	1	1	1	0	2	2	1	1	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0.778	0.759	0.241	0.508	54	7	4	5	2	3	2	0	13	0	1	2	1	6	2	0	6	0	0
hr	mt	OnlineB_review_sports+outdoors_6_5.conllu	3	2	0	4	0	1	1	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0.716	0.684	0.126	0.393	95	9	12	9	6	4	7	0	20	0	0	1	4	9	4	0	10	0	0
hr	mt	OnlineB_review_toys-and-games_15_5.conllu	1	0	3	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	2	1	0	0	0	0	0.736	0.637	0.154	0.36	91	4	3	4	9	4	8	0	12	1	0	5	2	14	3	0	20	2	0
hr	mt	OnlineB_review_toys-and-games_166_1.conllu	2	1	0	0	0	1	0	0	2	1	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0.756	0.654	0.156	0.454	77	11	4	10	6	4	6	3	10	0	0	2	0	12	1	0	8	0	0
hr	mt	OnlineB_review_toys-and-games_187_1.conllu	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	2	0.827	0.707	0.189	0.457	75	6	4	3	9	3	3	0	16	2	1	1	1	12	4	0	9	0	0
hr	mt	OnlineB_review_toys-and-games_21_5.conllu	2	1	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0.812	0.75	0.163	0.455	80	9	4	5	7	4	5	0	13	1	1	5	0	10	4	0	12	0	0
hr	mt	OnlineB_review_toys-and-games_23_5.conllu	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.82	0.82	0.24	0.47	50	6	5	3	1	3	2	0	10	0	0	1	1	10	3	0	5	0	0
hr	mt	OnlineB_review_toys-and-games_24_5.conllu	1	1	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.894	0.83	0.255	0.63	47	4	4	5	2	1	6	0	6	0	3	1	0	4	2	0	9	0	0
hr	mt	OnlineB_review_toys-and-games_254_2.conllu	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	2	1	0	0	1	0	2	0	0	0	0.76	0.74	0.22	0.413	50	3	4	3	5	5	4	0	13	0	0	1	0	6	2	0	4	0	0
hr	mt	OnlineB_review_toys-and-games_331_1.conllu	0	2	1	2	1	0	0	2	2	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0.778	0.722	0.167	0.494	72	6	7	1	6	5	3	0	14	0	3	7	0	6	5	0	9	0	0
hr	mt	OnlineB_review_toys-and-games_3_5.conllu	1	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	0.776	0.711	0.171	0.427	76	4	3	5	4	2	4	0	16	2	2	5	0	12	4	0	13	0	0
hr	mt	OnlineB_review_toys-and-games_531_2.conllu	2	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0.774	0.66	0.226	0.5	53	7	1	3	10	3	2	0	8	1	0	3	0	5	3	0	7	0	0
hr	mt	OnlineB_review_toys-and-games_587_1.conllu	4	1	1	0	0	0	0	1	0	0	0	0	0	0	3	1	2	1	0	0	0	1	0	0	0	0.8	0.693	0.187	0.417	75	9	2	2	4	5	5	0	18	1	2	1	3	9	5	0	9	0	0
hr	mt	OnlineB_review_toys-and-games_5_4.conllu	0	1	0	1	0	1	0	3	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0.689	0.525	0.18	0.452	61	2	6	2	3	2	7	0	10	0	0	6	0	7	3	0	13	0	0
hr	mt	OnlineB_review_toys-and-games_615_2.conllu	0	1	0	0	0	1	0	2	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0.815	0.708	0.2	0.425	65	7	2	4	7	6	7	0	11	2	0	1	3	7	2	0	6	0	0
hr	mt	OnlineB_review_toys-and-games_9_4.conllu	2	0	1	2	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0.857	0.821	0.214	0.537	56	8	4	7	4	2	3	0	11	0	0	1	2	8	1	0	5	0	0
hr	mt	OnlineB_review_video-games_13_5.conllu	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0.802	0.716	0.173	0.5	81	12	5	8	10	3	4	0	11	2	1	4	1	8	3	0	9	0	0
hr	mt	OnlineB_review_video-games_16_5.conllu	0	0	1	0	0	0	0	2	0	1	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0.855	0.774	0.21	0.542	62	3	4	2	1	2	8	0	13	1	0	3	3	3	5	0	14	0	0
hr	mt	OnlineB_review_video-games_17_5.conllu	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.857	0.714	0.245	0.603	49	4	4	4	5	1	4	0	9	0	1	4	0	5	2	0	6	0	0
hr	mt	OnlineB_review_video-games_18_2.conllu	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0.759	0.741	0.241	0.347	58	3	1	7	2	4	5	2	4	0	3	4	1	6	5	0	11	0	0
hr	mt	OnlineB_review_video-games_20_1.conllu	1	1	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0.753	0.61	0.143	0.478	77	6	3	4	13	2	4	0	16	0	0	5	0	9	4	0	11	0	0
hr	mt	OnlineB_review_video-games_21_4.conllu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0.787	0.707	0.205	0.517	73	5	4	6	10	2	4	1	10	2	2	5	3	8	2	0	9	0	0
hr	mt	OnlineB_review_video-games_2_5.conllu	3	3	0	2	2	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0.77	0.632	0.149	0.4	87	12	8	2	5	1	6	0	22	1	1	0	0	9	4	0	13	3	0
hr	mt	OnlineB_review_video-games_33_5.conllu	1	0	0	3	1	0	0	0	0	1	0	2	0	0	1	1	3	0	0	0	0	1	0	1	0	0.804	0.692	0.132	0.465	106	10	7	8	8	6	8	0	21	1	1	5	2	10	6	0	13	0	0
hr	mt	OnlineB_review_video-games_40_1.conllu	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0.793	0.672	0.224	0.537	58	5	5	4	10	2	6	0	8	2	0	2	1	5	2	0	6	0	0
hr	mt	OnlineB_review_video-games_41_1.conllu	2	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0.712	0.625	0.127	0.408	102	9	5	4	11	3	8	0	16	2	6	4	0	15	3	0	16	0	0
hr	mt	OnlineB_review_video-games_54_1.conllu	0	1	3	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.774	0.694	0.21	0.459	62	3	3	4	5	3	2	0	12	0	2	1	2	6	3	0	16	0	0
hr	mt	OnlineB_review_video-games_58_1.conllu	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.864	0.831	0.237	0.565	59	5	6	4	6	1	3	0	8	3	3	3	3	3	4	0	7	0	0
hr	mt	OnlineB_review_video-games_66_1.conllu	1	0	0	0	0	2	1	1	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	1	0	0.828	0.776	0.246	0.514	57	4	4	6	5	3	2	0	8	1	2	3	1	8	1	0	9	0	0
hr	mt	OnlineB_review_video-games_7_5.conllu	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0.884	0.837	0.279	0.627	43	4	3	3	5	2	2	0	5	0	1	4	0	4	2	0	8	0	0
hr	prof	review_beauty_12_4.hr.conllu	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.765	0.686	0.216	0.541	51	3	6	3	6	4	8	0	7	0	3	0	3	4	0	0	4	0	0
hr	prof	review_beauty_14_5.hr.conllu	1	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0.778	0.698	0.18	0.385	61	7	7	3	5	6	1	0	13	0	0	1	0	6	5	0	7	0	0
hr	prof	review_beauty_17_5.hr.conllu	0	1	0	0	0	1	3	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0.667	0.649	0.228	0.394	57	5	3	3	1	2	4	0	10	0	1	3	2	10	2	0	11	0	0
hr	prof	review_beauty_18_5.hr.conllu	0	3	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	0.75	0.714	0.218	0.538	55	6	9	1	4	2	2	0	17	0	1	0	1	4	4	0	4	0	0
hr	prof	review_beauty_21_5.hr.conllu	3	1	0	2	1	0	1	1	1	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0.738	0.646	0.154	0.52	65	10	6	3	7	2	7	0	16	1	0	0	0	8	0	0	5	0	0
hr	prof	review_beauty_25_5.hr.conllu	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.843	0.804	0.275	0.381	51	6	3	6	4	4	1	0	6	2	2	1	1	7	1	0	7	0	0
hr	prof	review_beauty_53_1.hr.conllu	5	2	0	0	1	1	1	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0.815	0.707	0.143	0.452	91	16	4	7	7	5	2	0	21	2	5	1	0	11	3	0	7	0	0
hr	prof	review_beauty_58_1.hr.conllu	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0.794	0.698	0.19	0.474	63	5	0	5	7	3	6	0	13	0	1	2	1	9	1	0	10	0	0
